TradeId,BookId,Product
667,FO001,FXOption
668,FO001,FXOption
669,FO001,FXOption
670,FO001,FXOption
671,FO001,FXOption
672,FO001,FXOption
673,FO001,FXOption
674,FO001,FXOption
675,FO001,FXOption
676,FO001,FXOption
677,FO001,FXOption
678,FO001,FXOption
679,FO001,FXOption
680,FO001,FXOption
681,FO001,FXOption
682,FO001,FXOption
683,FO001,FXOption
684,FO001,FXOption
685,FO001,FXOption
686,FO001,FXOption
687,FO001,FXOption
688,FO001,FXOption
689,FO001,FXOption
690,FO001,FXOption
691,FO001,FXOption
692,FO001,FXOption
693,FO001,FXOption
694,FO001,FXOption
695,FO001,FXOption
696,FO001,FXOption
697,FO001,FXOption
698,FO001,FXOption
699,FO001,FXOption
700,FO001,FXOption
701,FO001,FXOption
702,FO001,FXOption
703,FO001,FXOption
704,FO001,FXOption
705,FO001,FXOption
706,FO001,FXOption
707,FO001,FXOption
708,FO001,FXOption
709,FO001,FXOption
710,FO001,FXOption
711,FO001,FXOption
712,FO001,FXOption
713,FO001,FXOption
714,FO001,FXOption
715,FO001,FXOption
716,FO001,FXOption
717,FO001,FXOption
718,FO001,FXOption
719,FO001,FXOption
720,FO001,FXOption
721,FO001,FXOption
722,FO001,FXOption
723,FO001,FXOption
724,FO001,FXOption
725,FO001,FXOption
726,FO001,FXOption
727,FO001,FXOption
728,FO001,FXOption
729,FO001,FXOption
730,FO001,FXOption
731,FO001,FXOption
732,FO001,FXOption
733,FO001,FXOption
734,FO001,FXOption
735,FO001,FXOption
736,FO001,FXOption
737,FO001,FXOption
738,FO001,FXOption
739,FO001,FXOption
740,FO001,FXOption
741,FO001,FXOption
742,FO001,FXOption
743,FO001,FXOption
744,FO001,FXOption
745,FO001,FXOption
746,FO001,FXOption
747,FO001,FXOption
748,FO001,FXOption
749,FO001,FXOption
750,FO001,FXOption
751,FO001,FXOption
752,FO001,FXOption
753,FO001,FXOption
754,FO001,FXOption
755,FO001,FXOption
756,FO001,FXOption
757,FO001,FXOption
758,FO001,FXOption
759,FO001,FXOption
760,FO001,FXOption
761,FO001,FXOption
762,FO001,FXOption
763,FO001,FXOption
764,FO001,FXOption
765,FO001,FXOption
766,FO001,FXOption
767,FO001,FXOption
768,FO001,FXOption
769,FO001,FXOption
770,FO001,FXOption
771,FO001,FXOption
772,FO001,FXOption
773,FO001,FXOption
774,FO001,FXOption
775,FO001,FXOption
776,FO001,FXOption
777,FO001,FXOption
778,FO001,FXOption
779,FO001,FXOption
780,FO001,FXOption
781,FO001,FXOption
782,FO001,FXOption
783,FO001,FXOption
784,FO001,FXOption
785,FO001,FXOption
786,FO001,FXOption
787,FO001,FXOption
788,FO001,FXOption
789,FO001,FXOption
790,FO001,FXOption
791,FO001,FXOption
792,FO001,FXOption
793,FO001,FXOption
794,FO001,FXOption
795,FO001,FXOption
796,FO001,FXOption
797,FO001,FXOption
798,FO001,FXOption
799,FO001,FXOption
800,FO001,FXOption
801,FO001,FXOption
802,FO001,FXOption
803,FO001,FXOption
804,FO001,FXOption
805,FO001,FXOption
806,FO001,FXOption
807,FO001,FXOption
808,FO001,FXOption
809,FO001,FXOption
810,FO001,FXOption
811,FO001,FXOption
812,FO001,FXOption
813,FO001,FXOption
814,FO001,FXOption
815,FO001,FXOption
816,FO001,FXOption
817,FO001,FXOption
818,FO001,FXOption
819,FO001,FXOption
820,FO001,FXOption
821,FO001,FXOption
822,FO001,FXOption
823,FO001,FXOption
824,FO001,FXOption
825,FO001,FXOption
826,FO001,FXOption
827,FO001,FXOption
828,FO001,FXOption
829,FO001,FXOption
830,FO001,FXOption
831,FO001,FXOption
832,FO001,FXOption
833,FO001,FXOption
834,FO001,FXOption
835,FO001,FXOption
836,FO001,FXOption
837,FO001,FXOption
838,FO001,FXOption
839,FO001,FXOption
840,FO001,FXOption
841,FO001,FXOption
842,FO001,FXOption
843,FO001,FXOption
844,FO001,FXOption
845,FO001,FXOption
846,FO001,FXOption
847,FO001,FXOption
848,FO001,FXOption
849,FO001,FXOption
850,FO001,FXOption
851,FO001,FXOption
852,FO001,FXOption
853,FO001,FXOption
854,FO001,FXOption
855,FO001,FXOption
856,FO001,FXOption
857,FO001,FXOption
858,FO001,FXOption
859,FO001,FXOption
860,FO001,FXOption
861,FO001,FXOption
862,FO001,FXOption
863,FO001,FXOption
864,FO001,FXOption
865,FO001,FXOption
866,FO001,FXOption
867,FO001,FXOption
868,FO001,FXOption
869,FO001,FXOption
870,FO001,FXOption
871,FO001,FXOption
872,FO001,FXOption
873,FO001,FXOption
874,FO001,FXOption
875,FO001,FXOption
876,FO001,FXOption
877,FO001,FXOption
878,FO001,FXOption
879,FO001,FXOption
880,FO001,FXOption
881,FO001,FXOption
882,FO001,FXOption
883,FO001,FXOption
884,FO001,FXOption
885,FO001,FXOption
886,FO001,FXOption
887,FO001,FXOption
888,FO001,FXOption
889,FO001,FXOption
890,FO001,FXOption
891,FO001,FXOption
892,FO001,FXOption
893,FO001,FXOption
894,FO001,FXOption
895,FO001,FXOption
896,FO001,FXOption
897,FO001,FXOption
898,FO001,FXOption
899,FO001,FXOption
900,FO001,FXOption
901,FO001,FXOption
902,FO001,FXOption
903,FO001,FXOption
904,FO001,FXOption
905,FO001,FXOption
906,FO001,FXOption
907,FO001,FXOption
908,FO001,FXOption
909,FO001,FXOption
910,FO001,FXOption
911,FO001,FXOption
912,FO001,FXOption
913,FO001,FXOption
914,FO001,FXOption
915,FO001,FXOption
916,FO001,FXOption
917,FO001,FXOption
918,FO001,FXOption
919,FO001,FXOption
920,FO001,FXOption
921,FO001,FXOption
922,FO001,FXOption
923,FO001,FXOption
924,FO001,FXOption
925,FO001,FXOption
926,FO001,FXOption
927,FO001,FXOption
928,FO001,FXOption
929,FO001,FXOption
930,FO001,FXOption
931,FO001,FXOption
932,FO001,FXOption
933,FO001,FXOption
934,FO001,FXOption
935,FO001,FXOption
936,FO001,FXOption
937,FO001,FXOption
938,FO001,FXOption
939,FO001,FXOption
940,FO001,FXOption
941,FO001,FXOption
942,FO001,FXOption
943,FO001,FXOption
944,FO001,FXOption
945,FO001,FXOption
946,FO001,FXOption
947,FO001,FXOption
948,FO001,FXOption
949,FO001,FXOption
950,FO001,FXOption
951,FO001,FXOption
952,FO001,FXOption
953,FO001,FXOption
954,FO001,FXOption
955,FO001,FXOption
956,FO001,FXOption
957,FO001,FXOption
958,FO001,FXOption
959,FO001,FXOption
960,FO001,FXOption
961,FO001,FXOption
962,FO001,FXOption
963,FO001,FXOption
964,FO001,FXOption
965,FO001,FXOption
966,FO001,FXOption
967,FO001,FXOption
968,FO001,FXOption
969,FO001,FXOption
970,FO001,FXOption
971,FO001,FXOption
972,FO001,FXOption
973,FO001,FXOption
974,FO001,FXOption
975,FO001,FXOption
976,FO001,FXOption
977,FO001,FXOption
978,FO001,FXOption
979,FO001,FXOption
980,FO001,FXOption
981,FO001,FXOption
982,FO001,FXOption
983,FO001,FXOption
984,FO001,FXOption
985,FO001,FXOption
986,FO001,FXOption
987,FO001,FXOption
988,FO001,FXOption
989,FO001,FXOption
990,FO001,FXOption
991,FO001,FXOption
992,FO001,FXOption
993,FO001,FXOption
994,FO001,FXOption
995,FO001,FXOption
996,FO001,FXOption
997,FO001,FXOption
998,FO001,FXOption
999,FO001,FXOption
1000,FO001,FXOption
1001,FO001,FXOption
1002,FO001,FXOption
1003,FO001,FXOption
1004,FO001,FXOption
1005,FO001,FXOption
1006,FO001,FXOption
1007,FO001,FXOption
1008,FO001,FXOption
1009,FO001,FXOption
1010,FO001,FXOption
1011,FO001,FXOption
1012,FO001,FXOption
1013,FO001,FXOption
1014,FO001,FXOption
1015,FO001,FXOption
1016,FO001,FXOption
1017,FO001,FXOption
1018,FO001,FXOption
1019,FO001,FXOption
1020,FO001,FXOption
1021,FO001,FXOption
1022,FO001,FXOption
1023,FO001,FXOption
1024,FO001,FXOption
1025,FO001,FXOption
1026,FO001,FXOption
1027,FO001,FXOption
1028,FO001,FXOption
1029,FO001,FXOption
1030,FO001,FXOption
1031,FO001,FXOption
1032,FO001,FXOption
1033,FO001,FXOption
1034,FO001,FXOption
1035,FO001,FXOption
1036,FO001,FXOption
1037,FO001,FXOption
1038,FO001,FXOption
1039,FO001,FXOption
1040,FO001,FXOption
1041,FO001,FXOption
1042,FO001,FXOption
1043,FO001,FXOption
1044,FO001,FXOption
1045,FO001,FXOption
1046,FO001,FXOption
1047,FO001,FXOption
1048,FO001,FXOption
1049,FO001,FXOption
1050,FO001,FXOption
1051,FO001,FXOption
1052,FO001,FXOption
1053,FO001,FXOption
1054,FO001,FXOption
1055,FO001,FXOption
1056,FO001,FXOption
1057,FO001,FXOption
1058,FO001,FXOption
1059,FO001,FXOption
1060,FO001,FXOption
1061,FO001,FXOption
1062,FO001,FXOption
1063,FO001,FXOption
1064,FO001,FXOption
1065,FO001,FXOption
1066,FO001,FXOption
1067,FO001,FXOption
1068,FO001,FXOption
1069,FO001,FXOption
1070,FO001,FXOption
1071,FO001,FXOption
1072,FO001,FXOption
1073,FO001,FXOption
1074,FO001,FXOption
1075,FO001,FXOption
1076,FO001,FXOption
1077,FO001,FXOption
1078,FO001,FXOption
1079,FO001,FXOption
1080,FO001,FXOption
1081,FO001,FXOption
1082,FO001,FXOption
1083,FO001,FXOption
1084,FO001,FXOption
1085,FO001,FXOption
1086,FO001,FXOption
1087,FO001,FXOption
1088,FO001,FXOption
1089,FO001,FXOption
1090,FO001,FXOption
1091,FO001,FXOption
1092,FO001,FXOption
1093,FO001,FXOption
1094,FO001,FXOption
1095,FO001,FXOption
1096,FO001,FXOption
1097,FO001,FXOption
1098,FO001,FXOption
1099,FO001,FXOption
1100,FO001,FXOption
1101,FO001,FXOption
1102,FO001,FXOption
1103,FO001,FXOption
1104,FO001,FXOption
1105,FO001,FXOption
1106,FO001,FXOption
1107,FO001,FXOption
1108,FO001,FXOption
1109,FO001,FXOption
1110,FO001,FXOption
1111,FO001,FXOption
1112,FO001,FXOption
1113,FO001,FXOption
1114,FO001,FXOption
1115,FO001,FXOption
1116,FO001,FXOption
1117,FO001,FXOption
1118,FO001,FXOption
1119,FO001,FXOption
1120,FO001,FXOption
1121,FO001,FXOption
1122,FO001,FXOption
1123,FO001,FXOption
1124,FO001,FXOption
1125,FO001,FXOption
1126,FO001,FXOption
1127,FO001,FXOption
1128,FO001,FXOption
1129,FO001,FXOption
1130,FO001,FXOption
1131,FO001,FXOption
1132,FO001,FXOption
1133,FO001,FXOption
1134,FO001,FXOption
1135,FO001,FXOption
1136,FO001,FXOption
1137,FO001,FXOption
1138,FO001,FXOption
1139,FO001,FXOption
1140,FO001,FXOption
1141,FO001,FXOption
1142,FO001,FXOption
1143,FO001,FXOption
1144,FO001,FXOption
1145,FO001,FXOption
1146,FO001,FXOption
1147,FO001,FXOption
1148,FO001,FXOption
1149,FO001,FXOption
1150,FO001,FXOption
1151,FO001,FXOption
1152,FO001,FXOption
1153,FO001,FXOption
1154,FO001,FXOption
1155,FO001,FXOption
1156,FO001,FXOption
1157,FO001,FXOption
1158,FO001,FXOption
1159,FO001,FXOption
1160,FO001,FXOption
1161,FO001,FXOption
1162,FO001,FXOption
1163,FO001,FXOption
1164,FO001,FXOption
1165,FO001,FXOption
1166,FO001,FXOption
1167,FO001,FXOption
1168,FO001,FXOption
1169,FO001,FXOption
1170,FO001,FXOption
1171,FO001,FXOption
1172,FO001,FXOption
1173,FO001,FXOption
1174,FO001,FXOption
1175,FO001,FXOption
1176,FO001,FXOption
1177,FO001,FXOption
1178,FO001,FXOption
1179,FO001,FXOption
1180,FO001,FXOption
1181,FO001,FXOption
1182,FO001,FXOption
1183,FO001,FXOption
1184,FO001,FXOption
1185,FO001,FXOption
1186,FO001,FXOption
1187,FO001,FXOption
1188,FO001,FXOption
1189,FO001,FXOption
1190,FO001,FXOption
1191,FO001,FXOption
1192,FO001,FXOption
1193,FO001,FXOption
1194,FO001,FXOption
1195,FO001,FXOption
1196,FO001,FXOption
1197,FO001,FXOption
1198,FO001,FXOption
1199,FO001,FXOption
1200,FO001,FXOption
1201,FO001,FXOption
1202,FO001,FXOption
1203,FO001,FXOption
1204,FO001,FXOption
1205,FO001,FXOption
1206,FO001,FXOption
1207,FO001,FXOption
1208,FO001,FXOption
1209,FO001,FXOption
1210,FO001,FXOption
1211,FO001,FXOption
1212,FO001,FXOption
1213,FO001,FXOption
1214,FO001,FXOption
1215,FO001,FXOption
1216,FO001,FXOption
1217,FO001,FXOption
1218,FO001,FXOption
1219,FO001,FXOption
1220,FO001,FXOption
1221,FO001,FXOption
1222,FO001,FXOption
1223,FO001,FXOption
1224,FO001,FXOption
1225,FO001,FXOption
1226,FO001,FXOption
1227,FO001,FXOption
1228,FO001,FXOption
1229,FO001,FXOption
1230,FO001,FXOption
1231,FO001,FXOption
1232,FO001,FXOption
1233,FO001,FXOption
1234,FO001,FXOption
1235,FO001,FXOption
1236,FO001,FXOption
1237,FO001,FXOption
1238,FO001,FXOption
1239,FO001,FXOption
1240,FO001,FXOption
1241,FO001,FXOption
1242,FO001,FXOption
1243,FO001,FXOption
1244,FO001,FXOption
1245,FO001,FXOption
1246,FO001,FXOption
1247,FO001,FXOption
